iShares Core S&P Mid-Cap ETF,,,,,,,,,,,
CRI,CARTERS INC,Equity,0.28,104.1,"1,222,550.00","127,267,455.00","127,267,455.00",Consumer Discretionary,2980939,US1462291097,New York Stock Exchange Inc.
CONE,CYRUSONE REIT INC,Equity,0.28,51.21,"2,483,337.00","127,171,687.77","127,171,687.77",Real Estate,B7YRLH9,US23283R1005,NASDAQ
TRN,TRINITY INDUSTRIES INC,Equity,0.28,32.63,"3,896,323.00","127,137,019.49","127,137,019.49",Industrials,2904627,US8965221091,New York Stock Exchange Inc.
DNKN,DUNKIN BRANDS GROUP INC,Equity,0.28,59.69,"2,124,943.00","126,837,847.67","126,837,847.67",Consumer Discretionary,B3LHT03,US2655041000,NASDAQ
BLKB,BLACKBAUD INC,Equity,0.28,101.81,"1,242,050.00","126,453,110.50","126,453,110.50",Information Technology,2458878,US09227Q1004,NASDAQ
SIX,SIX FLAGS ENTERTAINMENT CORP,Equity,0.28,62.26,"2,027,345.00","126,222,499.70","126,222,499.70",Consumer Discretionary,B43VKB8,US83001A1025,New York Stock Exchange Inc.
ROL,ROLLINS INC,Equity,0.28,51.03,"2,471,774.00","126,134,627.22","126,134,627.22",Industrials,2747305,US7757111049,New York Stock Exchange Inc.
UTHR,UNITED THERAPEUTICS CORP,Equity,0.28,112.36,"1,117,028.00","125,509,266.08","125,509,266.08",Health Care,2430412,US91307C1027,NASDAQ
SLM,SLM CORP,Equity,0.28,11.21,"11,161,395.00","125,119,237.95","125,119,237.95",Financials,2101967,US78442P1066,NASDAQ
WTFC,WINTRUST FINANCIAL CORP,Equity,0.28,86.05,"1,453,212.00","125,048,892.60","125,048,892.60",Financials,2425258,US97650W1080,NASDAQ
TDC,TERADATA CORP,Equity,0.28,39.67,"3,147,996.00","124,881,001.32","124,881,001.32",Information Technology,B247H10,US88076W1036,New York Stock Exchange Inc.
SABR,SABRE CORP,Equity,0.28,21.45,"5,800,047.00","124,411,008.15","124,411,008.15",Information Technology,BLLHH27,US78573M1045,NASDAQ
SON,SONOCO PRODUCTS,Equity,0.28,48.5,"2,561,237.00","124,219,994.50","124,219,994.50",Materials,2821395,US8354951027,New York Stock Exchange Inc.
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,0.28,67.24,"1,840,031.00","123,723,684.44","123,723,684.44",Financials,B1WT4X2,US45841N1072,NASDAQ
CLB,CORE LABORATORIES NV,Equity,0.28,108.22,"1,139,517.00","123,318,529.74","123,318,529.74",Energy,2182531,NL0000200384,New York Stock Exchange Inc.
PNFP,PINNACLE FINANCIAL PARTNERS INC,Equity,0.27,64.2,"1,904,868.00","122,292,525.60","122,292,525.60",Financials,2675097,US72346Q1040,NASDAQ
MPW,MEDICAL PROPERTIES TRUST REIT INC,Equity,0.27,13,"9,388,806.00","122,054,478.00","122,054,478.00",Real Estate,B0JL5L9,US58463J3041,New York Stock Exchange Inc.
CR,CRANE,Equity,0.27,92.74,"1,310,942.00","121,576,761.08","121,576,761.08",Industrials,2231897,US2243991054,New York Stock Exchange Inc.
UMPQ,UMPQUA HOLDINGS CORP,Equity,0.27,21.41,"5,675,021.00","121,502,199.61","121,502,199.61",Financials,2484389,US9042141039,NASDAQ
COHR,COHERENT INC,Equity,0.27,187.4,"638,940.00","119,737,356.00","119,737,356.00",Information Technology,2208374,US1924791031,NASDAQ
ARRS,ARRIS INTERNATIONAL PLC,Equity,0.27,26.57,"4,498,260.00","119,518,768.20","119,518,768.20",Information Technology,BZ04Y37,GB00BZ04Y379,NASDAQ
LSTR,LANDSTAR SYSTEM INC,Equity,0.27,109.65,"1,081,031.00","118,535,049.15","118,535,049.15",Industrials,2503994,US5150981018,NASDAQ
EME,EMCOR GROUP INC,Equity,0.26,77.93,"1,508,014.00","117,519,531.02","117,519,531.02",Industrials,2474164,US29084Q1004,New York Stock Exchange Inc.
HIW,HIGHWOODS PROPERTIES REIT INC,Equity,0.26,43.82,"2,668,211.00","116,921,006.02","116,921,006.02",Real Estate,2420640,US4312841087,New York Stock Exchange Inc.
RYN,RAYONIER REIT INC,Equity,0.26,35.18,"3,323,192.00","116,909,894.56","116,909,894.56",Real Estate,2473138,US7549071030,New York Stock Exchange Inc.
MPWR,MONOLITHIC POWER SYSTEMS INC,Equity,0.26,115.77,"999,474.00","115,709,104.98","115,709,104.98",Information Technology,B01Z7J1,US6098391054,NASDAQ
TCBI,TEXAS CAPITAL BANCSHARES INC,Equity,0.26,89.9,"1,278,211.00","114,911,168.90","114,911,168.90",Financials,2977209,US88224Q1076,NASDAQ
IDA,IDACORP INC,Equity,0.26,88.27,"1,301,777.00","114,907,855.79","114,907,855.79",Utilities,2296937,US4511071064,New York Stock Exchange Inc.
VVV,VALVOLINE INC,Equity,0.26,22.13,"5,168,436.00","114,377,488.68","114,377,488.68",Materials,BDG22J3,US92047W1018,New York Stock Exchange Inc.
NFG,NATIONAL FUEL GAS,Equity,0.25,51.45,"2,208,925.00","113,649,191.25","113,649,191.25",Utilities,2626103,US6361801011,New York Stock Exchange Inc.
HBHC,HANCOCK HOLDING,Equity,0.25,51.7,"2,194,789.00","113,470,591.30","113,470,591.30",Financials,2415497,US4101201097,NASDAQ
GWR,GENESEE & WYOMING INC CLASS A,Equity,0.25,70.79,"1,594,842.00","112,898,865.18","112,898,865.18",Industrials,2374060,US3715591059,New York Stock Exchange Inc.
MMS,MAXIMUS INC,Equity,0.25,66.74,"1,679,092.00","112,062,600.08","112,062,600.08",Information Technology,2018669,US5779331041,New York Stock Exchange Inc.
FNB,FNB CORP,Equity,0.25,13.45,"8,327,361.00","112,003,005.45","112,003,005.45",Financials,2041308,US3025201019,New York Stock Exchange Inc.
ASH,ASHLAND GLOBAL INC,Equity,0.25,69.79,"1,602,023.00","111,805,185.17","111,805,185.17",Materials,BYND5N1,US0441861046,New York Stock Exchange Inc.
RIG,TRANSOCEAN LTD,Equity,0.25,9.9,"11,262,904.00","111,502,749.60","111,502,749.60",Energy,B3KFWW1,CH0048265513,New York Stock Exchange Inc.
DNB,DUN & BRADSTREET CORP,Equity,0.25,117,"952,438.00","111,435,246.00","111,435,246.00",Industrials,2636254,US26483E1001,New York Stock Exchange Inc.
WGL,WGL HOLDINGS INC,Equity,0.25,83.65,"1,326,820.00","110,988,493.00","110,988,493.00",Utilities,2942100,US92924F1066,New York Stock Exchange Inc.
ITT,ITT INC,Equity,0.25,48.98,"2,265,517.00","110,965,022.66","110,965,022.66",Industrials,BZBY209,US45073V1089,New York Stock Exchange Inc.
AGCO,AGCO CORP,Equity,0.25,64.85,"1,699,791.00","110,231,446.35","110,231,446.35",Industrials,2010278,US0010841023,New York Stock Exchange Inc.
SF,STIFEL FINANCIAL CORP,Equity,0.25,59.23,"1,856,236.00","109,944,858.28","109,944,858.28",Financials,2849234,US8606301021,New York Stock Exchange Inc.
ASB,ASSOCIATED BANCORP,Equity,0.24,24.85,"4,402,183.00","109,394,247.55","109,394,247.55",Financials,2055718,US0454871056,New York Stock Exchange Inc.
DLPH,DELPHI TECHNOLOGIES PLC,Equity,0.24,47.65,"2,289,230.00","109,081,809.50","109,081,809.50",Consumer Discretionary,BD85SC5,JE00BD85SC56,New York Stock Exchange Inc.
MUR,MURPHY OIL CORP,Equity,0.24,25.84,"4,190,732.00","108,288,514.88","108,288,514.88",Energy,2611206,US6267171022,New York Stock Exchange Inc.
MASI,MASIMO CORP,Equity,0.24,87.95,"1,227,255.00","107,937,077.25","107,937,077.25",Health Care,B1YWR63,US5747951003,NASDAQ
LPX,LOUISIANA PACIFIC CORP,Equity,0.24,28.77,"3,731,611.00","107,358,448.47","107,358,448.47",Materials,2535243,US5463471053,New York Stock Exchange Inc.
KEX,KIRBY CORP,Equity,0.24,76.95,"1,387,962.00","106,803,675.90","106,803,675.90",Industrials,2493534,US4972661064,New York Stock Exchange Inc.
PRI,PRIMERICA INC,Equity,0.24,96.6,"1,105,268.00","106,768,888.80","106,768,888.80",Financials,B50K3X8,US74164M1080,New York Stock Exchange Inc.
CASY,CASEYS GENERAL STORES INC,Equity,0.24,109.77,"969,992.00","106,476,021.84","106,476,021.84",Consumer Staples,2179414,US1475281036,NASDAQ
MSM,MSC INDUSTRIAL INC CLASS A,Equity,0.24,91.71,"1,159,827.00","106,367,734.17","106,367,734.17",Industrials,2567655,US5535301064,New York Stock Exchange Inc.
WSM,WILLIAMS SONOMA INC,Equity,0.24,52.76,"2,000,592.00","105,551,233.92","105,551,233.92",Consumer Discretionary,2967589,US9699041011,New York Stock Exchange Inc.
VSM,VERSUM MATERIALS INC,Equity,0.24,37.63,"2,804,466.00","105,532,055.58","105,532,055.58",Information Technology,BD37KN1,US92532W1036,New York Stock Exchange Inc.
FLO,FLOWERS FOODS INC,Equity,0.23,21.86,"4,792,661.00","104,767,569.46","104,767,569.46",Consumer Staples,2744243,US3434981011,New York Stock Exchange Inc.
IDTI,INTEGRATED DEVICE TECHNOLOGY INC,Equity,0.23,30.56,"3,418,805.00","104,478,680.80","104,478,680.80",Information Technology,2462437,US4581181066,NASDAQ
CNK,CINEMARK HOLDINGS INC,Equity,0.23,37.67,"2,728,539.00","102,784,064.13","102,784,064.13",Consumer Discretionary,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.
CMD,CANTEL MEDICAL CORP,Equity,0.23,111.41,"918,403.00","102,319,278.23","102,319,278.23",Health Care,2188153,US1380981084,New York Stock Exchange Inc.
BMS,BEMIS INC,Equity,0.23,43.52,"2,342,127.00","101,929,367.04","101,929,367.04",Materials,2090173,US0814371052,New York Stock Exchange Inc.
CREE,CREE INC,Equity,0.23,40.31,"2,526,394.00","101,838,942.14","101,838,942.14",Information Technology,2232351,US2254471012,NASDAQ
WWD,WOODWARD INC,Equity,0.23,71.66,"1,419,684.00","101,734,555.44","101,734,555.44",Industrials,2948089,US9807451037,NASDAQ
TCF,TCF FINANCIAL CORP,Equity,0.23,22.81,"4,416,582.00","100,742,235.42","100,742,235.42",Financials,2868455,US8722751026,New York Stock Exchange Inc.
PTEN,PATTERSON UTI ENERGY INC,Equity,0.23,17.51,"5,742,463.00","100,550,527.13","100,550,527.13",Energy,2672537,US7034811015,NASDAQ
CHFC,CHEMICAL FINANCIAL CORP,Equity,0.22,54.68,"1,835,548.00","100,367,764.64","100,367,764.64",Financials,2190277,US1637311028,NASDAQ
LSI,LIFE STORAGE INC,Equity,0.22,83.52,"1,197,499.00","100,015,116.48","100,015,116.48",Real Estate,BDCSFJ6,US53223X1072,New York Stock Exchange Inc.
JCOM,J2 GLOBAL INC,Equity,0.22,78.92,"1,264,871.00","99,823,619.32","99,823,619.32",Information Technology,B75DGJ3,US48123V1026,NASDAQ
R,RYDER SYSTEM INC,Equity,0.22,72.79,"1,368,606.00","99,620,830.74","99,620,830.74",Industrials,2760669,US7835491082,New York Stock Exchange Inc.
LIVN,LIVANOVA PLC,Equity,0.22,88.5,"1,119,015.00","99,032,827.50","99,032,827.50",Health Care,BYMT0J1,GB00BYMT0J19,NASDAQ
SLAB,SILICON LABORATORIES INC,Equity,0.22,89.9,"1,099,521.00","98,846,937.90","98,846,937.90",Information Technology,2568131,US8269191024,NASDAQ
ICUI,ICU MEDICAL INC,Equity,0.22,252.4,"390,214.00","98,490,013.60","98,490,013.60",Health Care,2451918,US44930G1076,NASDAQ
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Equity,0.22,159.2,"617,980.00","98,382,416.00","98,382,416.00",Consumer Discretionary,2231091,US22410J1060,NASDAQ
TXRH,TEXAS ROADHOUSE INC,Equity,0.22,57.78,"1,690,058.00","97,651,551.24","97,651,551.24",Consumer Discretionary,B033TJ7,US8826811098,NASDAQ
PBF,PBF ENERGY INC CLASS A,Equity,0.22,33.9,"2,866,408.00","97,171,231.20","97,171,231.20",Energy,B7F4TJ7,US69318G1067,New York Stock Exchange Inc.
CIEN,CIENA CORP,Equity,0.22,25.9,"3,726,477.00","96,515,754.30","96,515,754.30",Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.
MOH,MOLINA HEALTHCARE INC,Equity,0.22,81.18,"1,188,091.00","96,449,227.38","96,449,227.38",Health Care,2212706,US60855R1005,New York Stock Exchange Inc.
NCR,NCR CORP,Equity,0.22,31.52,"3,058,679.00","96,409,562.08","96,409,562.08",Information Technology,2632650,US62886E1082,New York Stock Exchange Inc.
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Equity,0.22,34.38,"2,802,020.00","96,333,447.60","96,333,447.60",Utilities,2415204,US4198701009,New York Stock Exchange Inc.
DAN,DANA INCORPORATED INC,Equity,0.22,25.76,"3,738,947.00","96,315,274.72","96,315,274.72",Consumer Discretionary,B2PFJR3,US2358252052,New York Stock Exchange Inc.
MDSO,MEDIDATA SOLUTIONS INC,Equity,0.22,62.81,"1,531,228.00","96,176,430.68","96,176,430.68",Health Care,B5424Q0,US58471A1051,NASDAQ
NEU,NEWMARKET CORP,Equity,0.21,401.68,"237,359.00","95,342,363.12","95,342,363.12",Materials,B01CGF1,US6515871076,New York Stock Exchange Inc.
UBSI,UNITED BANKSHARES INC,Equity,0.21,35.25,"2,704,245.00","95,324,636.25","95,324,636.25",Financials,2905794,US9099071071,NASDAQ
CLGX,CORELOGIC INC,Equity,0.21,45.23,"2,105,086.00","95,213,039.78","95,213,039.78",Information Technology,B5541Y2,US21871D1037,New York Stock Exchange Inc.
ALE,ALLETE INC,Equity,0.21,72.25,"1,309,360.00","94,601,260.00","94,601,260.00",Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.
NUS,NU SKIN ENTERPRISES INC CLASS A,Equity,0.21,73.71,"1,276,554.00","94,094,795.34","94,094,795.34",Consumer Staples,2616870,US67018T1051,New York Stock Exchange Inc.
CUZ,COUSINS PROPERTIES REIT INC,Equity,0.21,8.68,"10,812,420.00","93,851,805.60","93,851,805.60",Real Estate,2229922,US2227951066,New York Stock Exchange Inc.
GMED,GLOBUS MEDICAL INC CLASS A,Equity,0.21,49.82,"1,866,189.00","92,973,535.98","92,973,535.98",Health Care,B7D65M0,US3795772082,New York Stock Exchange Inc.
BCO,BRINKS,Equity,0.21,71.35,"1,301,999.00","92,897,628.65","92,897,628.65",Industrials,2691305,US1096961040,New York Stock Exchange Inc.
HOMB,HOME BANCSHARES INC,Equity,0.21,22.81,"4,069,652.00","92,828,762.12","92,828,762.12",Financials,B17MTL9,US4368932004,NASDAQ
VSAT,VIASAT INC,Equity,0.21,65.72,"1,410,548.00","92,701,214.56","92,701,214.56",Information Technology,2946243,US92552V1008,NASDAQ
EVR,EVERCORE INC CLASS A,Equity,0.21,87.2,"1,062,824.00","92,678,252.80","92,678,252.80",Financials,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
HPT,HOSPITALITY PROPERTIES TRUST REIT,Equity,0.21,25.34,"3,653,370.00","92,576,395.80","92,576,395.80",Real Estate,2438966,US44106M1027,NASDAQ
EPR,EPR PROPERTIES REIT,Equity,0.21,55.4,"1,669,639.00","92,498,000.60","92,498,000.60",Real Estate,B8XXZP1,US26884U1097,New York Stock Exchange Inc.
KLXI,KLX INC,Equity,0.21,71.06,"1,301,100.00","92,456,166.00","92,456,166.00",Industrials,BT6T3G0,US4825391034,NASDAQ
ENR,ENERGIZER HOLDINGS INC,Equity,0.21,59.58,"1,541,920.00","91,867,593.60","91,867,593.60",Consumer Staples,BYZFPN5,US29272W1099,New York Stock Exchange Inc.
DLX,DELUXE CORP,Equity,0.21,74.01,"1,238,062.00","91,628,968.62","91,628,968.62",Industrials,2260363,US2480191012,New York Stock Exchange Inc.
BOH,BANK OF HAWAII CORP.,Equity,0.2,83.1,"1,094,584.00","90,959,930.40","90,959,930.40",Financials,2074070,US0625401098,New York Stock Exchange Inc.
OI,OWENS ILLINOIS INC,Equity,0.2,21.66,"4,199,069.00","90,951,834.54","90,951,834.54",Materials,2662862,US6907684038,New York Stock Exchange Inc.
NJR,NEW JERSEY RESOURCES CORP,Equity,0.2,40.1,"2,263,072.00","90,749,187.20","90,749,187.20",Utilities,2630513,US6460251068,New York Stock Exchange Inc.
FR,FIRST INDUSTRIAL REALTY TRUST INC,Equity,0.2,29.23,"3,093,613.00","90,426,307.99","90,426,307.99",Real Estate,2360757,US32054K1034,New York Stock Exchange Inc.
SNX,SYNNEX CORP,Equity,0.2,118.4,"758,548.00","89,812,083.20","89,812,083.20",Information Technology,2002554,US87162W1009,New York Stock Exchange Inc.
TCO,TAUBMAN CENTERS REIT INC,Equity,0.2,56.91,"1,568,048.00","89,237,611.68","89,237,611.68",Real Estate,2872252,US8766641034,New York Stock Exchange Inc.
HR,HEALTHCARE REALTY TRUST REIT INC T,Equity,0.2,27.71,"3,215,203.00","89,093,275.13","89,093,275.13",Real Estate,2417921,US4219461047,New York Stock Exchange Inc.
CBT,CABOT CORP,Equity,0.2,55.72,"1,596,699.00","88,968,068.28","88,968,068.28",Materials,2162500,US1270551013,New York Stock Exchange Inc.
OGS,ONE GAS INC,Equity,0.2,66.02,"1,345,601.00","88,836,578.02","88,836,578.02",Utilities,BJ0KXV4,US68235P1084,New York Stock Exchange Inc.
LM,LEGG MASON INC,Equity,0.2,40.65,"2,183,959.00","88,777,933.35","88,777,933.35",Financials,2510615,US5249011058,New York Stock Exchange Inc.
POL,POLYONE CORP,Equity,0.2,42.52,"2,082,394.00","88,543,392.88","88,543,392.88",Materials,2624561,US73179P1066,New York Stock Exchange Inc.
COR,CORESITE REALTY REIT CORP,Equity,0.2,100.26,"881,557.00","88,384,904.82","88,384,904.82",Real Estate,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.
SMG,SCOTTS MIRACLE GRO,Equity,0.2,85.75,"1,029,378.00","88,269,163.50","88,269,163.50",Materials,2781518,US8101861065,New York Stock Exchange Inc.
MBFI,MB FINANCIAL INC,Equity,0.2,40.48,"2,162,214.00","87,526,422.72","87,526,422.72",Financials,2817651,US55264U1088,NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Equity,0.19,78.8,"1,104,806.00","87,058,712.80","87,058,712.80",Information Technology,BDTZZG7,US8086251076,New York Stock Exchange Inc.
SNH,SENIOR HOUSING PROPERTIES TRUST RE,Equity,0.19,15.66,"5,539,544.00","86,749,259.04","86,749,259.04",Real Estate,2501631,US81721M1099,NASDAQ
DY,DYCOM INDUSTRIES INC,Equity,0.19,107.63,"804,923.00","86,633,862.49","86,633,862.49",Industrials,2289841,US2674751019,New York Stock Exchange Inc.
AEO,AMERICAN EAGLE OUTFITTERS INC,Equity,0.19,19.93,"4,336,413.00","86,424,711.09","86,424,711.09",Consumer Discretionary,2048592,US02553E1064,New York Stock Exchange Inc.
WRI,WEINGARTEN REALTY INVESTORS REIT,Equity,0.19,28.08,"3,075,321.00","86,355,013.68","86,355,013.68",Real Estate,2946618,US9487411038,New York Stock Exchange Inc.
CAR,AVIS BUDGET GROUP INC,Equity,0.19,46.84,"1,840,320.00","86,200,588.80","86,200,588.80",Industrials,B1CL8J2,US0537741052,NASDAQ
VMI,VALMONT INDS INC,Equity,0.19,146.3,"587,841.00","86,001,138.30","86,001,138.30",Industrials,2926825,US9202531011,New York Stock Exchange Inc.
HAIN,HAIN CELESTIAL GROUP INC,Equity,0.19,32.07,"2,675,313.00","85,797,287.91","85,797,287.91",Consumer Staples,2492337,US4052171000,NASDAQ
VLY,VALLEY NATIONAL,Equity,0.19,12.46,"6,813,296.00","84,893,668.16","84,893,668.16",Financials,2935326,US9197941076,New York Stock Exchange Inc.
KMT,KENNAMETAL INC,Equity,0.19,40.16,"2,111,886.00","84,813,341.76","84,813,341.76",Industrials,2488121,US4891701009,New York Stock Exchange Inc.
LHO,LASALLE HOTEL PROPERTIES REIT,Equity,0.19,29.01,"2,914,746.00","84,556,781.46","84,556,781.46",Real Estate,2240161,US5179421087,New York Stock Exchange Inc.
ILG,ILG INC,Equity,0.19,31.11,"2,717,911.00","84,554,211.21","84,554,211.21",Consumer Discretionary,BYT3YH2,US44967H1014,NASDAQ
SWX,SOUTHWEST GAS HOLDINGS INC,Equity,0.19,67.63,"1,244,031.00","84,133,816.53","84,133,816.53",Utilities,2831888,US8448951025,New York Stock Exchange Inc.
RBC,REGAL BELOIT CORP,Equity,0.19,73.35,"1,140,933.00","83,687,435.55","83,687,435.55",Industrials,2730082,US7587501039,New York Stock Exchange Inc.
CABO,CABLE ONE INC,Equity,0.19,687.11,"120,732.00","82,956,164.52","82,956,164.52",Consumer Discretionary,BZ07DS4,US12685J1051,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.19,43.48,"1,907,885.00","82,954,839.80","82,954,839.80",Industrials,2417619,US4219061086,NASDAQ
UMBF,UMB FINANCIAL CORP,Equity,0.18,72.39,"1,140,020.00","82,526,047.80","82,526,047.80",Financials,2918510,US9027881088,NASDAQ
ACHC,ACADIA HEALTHCARE COMPANY INC,Equity,0.18,39.18,"2,105,735.00","82,502,697.30","82,502,697.30",Health Care,B65VZ37,US00404A1097,NASDAQ
WEN,WENDYS,Equity,0.18,17.55,"4,638,716.00","81,409,465.80","81,409,465.80",Consumer Discretionary,B3NXMJ9,US95058W1009,NASDAQ
JBGS,JBG SMITH PROPERTIES,Equity,0.18,33.71,"2,403,986.00","81,038,368.06","81,038,368.06",Real Estate,BD3BX01,US46590V1008,New York Stock Exchange Inc.
SBRA,SABRA HEALTH CARE REIT INC,Equity,0.18,17.65,"4,588,439.00","80,985,948.35","80,985,948.35",Real Estate,B5NLBP6,US78573L1061,NASDAQ
TKR,TIMKEN,Equity,0.18,45.6,"1,774,441.00","80,914,509.60","80,914,509.60",Industrials,2892807,US8873891043,New York Stock Exchange Inc.
PCH,POTLATCHDELTIC CORP,Equity,0.18,52.05,"1,547,432.00","80,543,835.60","80,543,835.60",Real Estate,B0XXJN1,US7376301039,NASDAQ
CNX,CNX RESOURCES CORP,Equity,0.18,15.43,"5,202,400.00","80,273,032.00","80,273,032.00",Energy,BF3FTF4,US12653C1080,New York Stock Exchange Inc.
FULT,FULTON FINANCIAL CORP,Equity,0.18,17.75,"4,512,668.00","80,099,857.00","80,099,857.00",Financials,2356585,US3602711000,NASDAQ
NYT,NEW YORK TIMES CLASS A,Equity,0.18,24.1,"3,296,196.00","79,438,323.60","79,438,323.60",Consumer Discretionary,2632003,US6501111073,New York Stock Exchange Inc.
FII,FEDERATED INVESTORS INC CLASS B,Equity,0.18,33.4,"2,377,736.00","79,416,382.40","79,416,382.40",Financials,2246288,US3142111034,New York Stock Exchange Inc.
CATY,CATHAY GENERAL BANCORP,Equity,0.18,39.98,"1,977,289.00","79,052,014.22","79,052,014.22",Financials,2264235,US1491501045,NASDAQ
SXT,SENSIENT TECHNOLOGIES CORP,Equity,0.18,70.58,"1,114,980.00","78,695,288.40","78,695,288.40",Materials,2923741,US81725T1007,New York Stock Exchange Inc.
PNM,PNM RESOURCES INC,Equity,0.18,38.25,"2,050,608.00","78,435,756.00","78,435,756.00",Utilities,2707826,US69349H1077,New York Stock Exchange Inc.
